GEOID20,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap,Tot_2020_adjtot,Wh_2020_adjtot,His_2020_adjtot,BlC_2020_adjtot,NatC_2020_adjtot,AsnC_2020_adjtot,PacC_2020_adjtot,Tot_2020_nhvap,Wh_2020_nhvap,His_2020_nhvap,Bl_2020_nhvap,Asn_2020_nhvap,Nat_2020_nhvap,Pac_2020_nhvap,OthAl_2020_nhvap,Mix_2020_nhvap
2403910-002,36,35,1,1,0,0,0,31,31,0,0,0,0,0,36,35,1,1,0,0,0,31,31,0,0,0,0,0,0,0
2403912-001,769,651,15,71,23,8,0,628,539,7,55,23,7,0,770,652,15,71,23,8,0,628,539,7,50,6,1,0,0,25
2403908-001,1697,1411,68,169,34,16,1,1383,1175,45,121,29,14,1,1702,1411,69,174,35,16,1,1383,1175,45,118,10,8,0,0,27
2403911-001,142,123,2,11,8,2,0,127,112,1,10,4,1,0,143,124,2,11,8,2,0,127,112,1,8,0,0,0,0,6
2403906-001,553,424,22,92,12,5,0,465,362,11,81,9,2,0,556,426,22,93,12,3,0,465,362,11,75,1,0,0,3,13
2404511-004,4255,2549,293,1049,99,257,18,3215,2015,180,735,79,197,11,4285,2563,295,1077,96,255,18,3215,2015,180,660,173,13,4,15,155
2404511-003,465,336,20,92,10,10,2,386,274,18,82,7,7,1,465,336,20,92,10,10,2,386,274,18,76,4,0,1,0,13
2404326-001,4026,2853,636,343,77,92,0,3054,2318,402,205,47,59,0,4037,2861,636,361,74,98,0,3054,2318,402,176,45,3,0,15,95
2404326-004,3179,2729,157,196,61,59,2,2483,2201,81,121,38,46,2,3183,2732,157,189,61,57,1,2483,2201,81,96,36,2,0,2,65
2404303-003,2981,1839,311,716,105,46,8,2077,1438,167,376,70,32,2,2990,1844,311,706,105,45,6,2077,1438,167,309,23,2,1,4,133
2404302-001,5091,4272,176,361,106,176,5,3998,3541,100,186,70,91,2,5101,4279,176,363,104,176,5,3998,3541,100,157,82,6,2,8,102
2404314-002,1265,1137,42,40,27,15,4,995,911,24,27,20,13,0,1266,1138,42,40,27,15,4,995,911,24,20,12,3,0,0,25
2402305-001,1934,1831,24,16,40,6,0,1524,1449,14,12,28,5,0,1936,1833,24,16,40,6,0,1524,1449,14,10,3,2,0,6,40
2402304-001,725,685,7,18,10,4,0,587,564,3,7,9,4,0,725,685,7,18,10,4,0,587,564,3,6,1,5,0,0,8
2401307-004,10605,8029,688,1232,203,465,21,8452,6536,467,977,145,334,17,10611,8031,689,1238,203,465,21,8452,6536,467,817,261,19,7,29,316
2401304-001,8180,7075,269,340,167,276,16,6472,5757,151,227,120,172,6,8188,7083,269,340,174,277,16,6472,5757,151,187,121,13,4,18,221
2401308-002,4784,4212,158,124,135,113,5,3641,3282,96,81,90,59,2,4788,4215,158,126,134,113,5,3641,3282,96,67,45,4,0,18,129
2401308-001,6278,5570,262,150,111,161,3,4942,4454,166,101,80,111,2,6284,5576,262,149,110,161,3,4942,4454,166,77,78,1,0,10,156
2401305-002,6531,5540,220,323,114,318,6,4931,4300,140,227,73,192,2,6533,5541,220,330,115,325,6,4931,4300,140,204,158,8,0,7,114
2403904-001,1051,767,38,179,35,41,1,874,651,16,149,25,34,0,1053,767,38,180,35,41,1,874,651,16,138,31,5,0,2,31
2402316-001,3391,3236,41,38,47,23,6,2655,2548,27,22,36,17,6,3394,3239,41,38,47,22,6,2655,2548,27,9,10,1,1,5,54
2403107-007,2833,2135,235,129,25,285,5,2039,1578,162,79,20,194,3,2833,2135,235,129,25,285,5,2039,1578,162,56,160,2,0,18,63
2451027-015,2965,337,81,2484,55,34,7,2308,284,53,1919,45,27,3,2993,337,82,2501,54,34,7,2308,284,53,1872,22,8,1,8,60
2451027-014,3309,1335,139,1742,85,43,2,2696,1199,104,1326,64,32,2,3325,1336,139,1748,77,43,2,2696,1199,104,1243,19,7,0,9,115
2451006-001,2448,220,926,1240,84,65,3,1763,175,605,928,57,51,3,2478,222,928,1254,49,64,2,1763,175,605,864,42,3,0,5,69
2451002-001,1630,818,354,302,44,137,0,1403,735,273,250,31,132,0,1636,820,354,301,34,137,0,1403,735,273,216,124,3,0,6,46
2451015-016,889,8,3,878,5,0,0,680,6,2,674,2,0,0,915,8,3,900,4,0,0,680,6,2,670,0,0,0,0,2
2451015-011,1798,65,42,1680,23,8,1,1416,63,27,1312,15,5,0,1831,67,42,1707,19,5,1,1416,63,27,1266,2,3,0,22,33
2400509-003,5028,4008,291,313,60,383,6,3678,2998,195,225,42,241,3,5028,4008,291,313,60,383,6,3678,2998,195,163,194,1,0,4,123
2400504-014,8629,1689,2105,4407,235,446,9,6590,1581,1336,3341,154,348,9,8648,1689,2106,4399,164,448,9,6590,1581,1336,3146,304,12,2,29,180
2400510-003,1944,1718,76,49,23,69,1,1491,1317,60,32,19,55,1,1945,1719,76,48,23,69,1,1491,1317,60,29,48,0,0,2,35
2400503-004,2424,787,221,1265,72,121,6,1950,694,143,980,50,92,5,2430,788,221,1270,66,121,6,1950,694,143,933,81,6,0,18,75
2400501-015,4942,2891,235,1015,74,774,3,3857,2324,172,757,47,560,2,4951,2895,235,1020,73,771,3,3857,2324,172,708,518,10,0,8,117
2400513-001,5692,2041,313,1282,105,1989,12,4284,1725,196,899,89,1390,7,5708,2049,313,1274,101,1990,11,4284,1725,196,841,1332,15,1,11,163
2400513-002,2816,1980,94,274,35,414,2,2214,1649,46,179,26,294,1,2817,1981,94,274,36,415,2,2214,1649,46,160,278,3,0,17,61
2400501-006,5190,517,240,4350,78,97,8,4080,470,155,3370,50,76,7,5224,519,240,4351,72,94,6,4080,470,155,3259,59,10,0,41,86
2400508-002,2558,2176,66,76,10,225,0,2384,2087,44,65,6,178,0,2559,2176,66,77,10,227,0,2384,2087,44,60,161,3,0,9,20
2400508-027,1779,1429,45,87,12,200,2,1424,1152,32,63,5,163,2,1780,1430,45,87,12,200,2,1424,1152,32,53,151,0,0,10,26
2400511-001,2110,1898,51,55,23,62,4,1719,1582,31,33,15,43,3,2113,1900,51,56,23,62,4,1719,1582,31,29,34,0,2,2,39
2400511-023,1089,967,26,14,5,62,1,859,775,15,9,5,43,1,1089,967,26,14,5,62,1,859,775,15,5,32,0,1,6,25
2400515-004,6491,2474,683,2916,167,348,6,4718,2115,419,1887,121,230,3,6522,2488,684,2894,142,347,5,4718,2115,419,1764,205,10,0,15,190
2400515-005,11576,4371,1193,5142,285,796,17,8383,3610,751,3386,225,556,10,11608,4379,1194,5105,263,794,16,8383,3610,751,3126,502,31,0,28,335
2403108-005,3413,2616,304,222,49,225,7,2590,2058,200,154,31,145,3,3414,2617,304,222,49,225,7,2590,2058,200,125,110,1,0,9,87
2403108-014,72,22,19,14,4,10,1,46,14,16,10,3,3,1,72,22,19,14,4,10,1,46,14,16,8,3,0,0,0,5
2403108-001,4873,2892,547,712,67,665,6,3667,2285,375,461,60,479,5,4877,2893,548,718,58,670,6,3667,2285,375,416,428,6,0,23,134
2403108-009,4656,2694,665,670,80,611,9,3545,2158,455,460,48,442,6,4657,2694,665,666,78,612,9,3545,2158,455,402,402,8,1,13,106
2403104-004,3695,2054,454,468,51,685,5,3126,1827,337,366,37,556,3,3695,2054,454,468,51,685,5,3126,1827,337,313,508,3,0,26,112
2403104-008,6217,3530,625,566,96,1385,13,5069,3000,447,470,75,1066,6,6217,3530,625,566,96,1385,13,5069,3000,447,402,971,7,2,37,203
2403102-011,6392,1613,715,1337,96,2770,14,4285,1136,446,835,54,1859,12,6395,1613,716,1343,95,2775,14,4285,1136,446,749,1785,2,3,29,135
2403102-010,3046,853,375,781,41,1062,1,2075,621,245,493,25,740,1,3051,853,376,777,37,1059,1,2075,621,245,439,696,1,1,7,65
2403102-006,10114,2686,1066,1960,117,4353,17,6859,2018,714,1271,72,2834,14,10115,2687,1066,1960,116,4354,17,6859,2018,714,1161,2751,3,2,31,179
2403107-006,2997,2381,192,75,41,274,6,2250,1843,134,48,28,160,5,2997,2381,192,75,41,274,6,2250,1843,134,16,127,4,0,9,117
2403107-021,1627,1377,78,48,12,92,2,1137,972,47,25,12,65,2,1627,1377,78,48,12,92,2,1137,972,47,8,41,2,0,5,62
2403110-006,3184,1858,204,178,12,912,1,2394,1481,137,114,10,636,1,3184,1858,204,178,12,912,1,2394,1481,137,96,604,0,0,8,68
2403104-011,1092,711,80,95,4,199,1,966,656,60,86,1,160,0,1092,711,80,95,4,199,1,966,656,60,72,144,0,0,4,30
2403113-035,5352,856,2899,670,145,904,8,4114,740,2062,535,112,748,4,5361,858,2904,676,123,910,6,4114,740,2062,448,709,0,0,39,116
2403105-002,5855,682,765,3882,95,609,13,4555,626,542,2925,65,512,10,5861,683,765,3850,78,606,10,4555,626,542,2730,470,5,4,31,147
2403109-040,4931,2055,555,788,71,1520,2,4091,1840,450,579,59,1214,1,4933,2056,555,787,69,1524,2,4091,1840,450,498,1112,8,0,31,152
2403109-033,4721,2029,585,1189,85,915,19,4133,1874,485,986,64,771,13,4723,2029,585,1198,85,919,19,4133,1874,485,848,694,6,2,34,190
2403106-014,2292,682,118,239,10,1260,7,1668,536,88,146,6,898,5,2292,682,118,239,10,1260,7,1668,536,88,137,873,0,0,4,30
2403109-006,6128,2339,1199,949,80,1579,21,4914,2011,864,711,56,1275,13,6130,2339,1199,957,68,1593,21,4914,2011,864,652,1192,0,5,46,144
2403113-043,4315,938,2219,407,202,719,8,3294,769,1599,305,144,584,5,4321,939,2223,409,185,723,8,3294,769,1599,256,547,8,0,33,82
2403113-047,7019,2469,797,3071,116,708,5,6269,2360,674,2623,90,638,5,7021,2469,797,3053,104,712,5,6269,2360,674,2342,512,7,0,59,315
2403105-009,5033,1732,628,1593,70,1065,9,4071,1475,427,1237,53,899,6,5035,1732,628,1603,67,1066,9,4071,1475,427,1139,850,2,1,31,146
2403107-024,3341,2600,325,95,27,256,0,2564,2074,212,59,20,166,0,3341,2600,325,95,27,256,0,2564,2074,212,50,136,1,0,14,77
2403104-033,1163,406,238,216,22,278,0,1002,375,187,178,11,240,0,1164,406,239,219,16,287,0,1002,375,187,165,219,2,0,9,45
2403105-016,4195,1616,516,1278,73,749,9,3340,1385,365,944,42,610,8,4196,1616,516,1270,73,749,9,3340,1385,365,856,552,0,5,41,136
2403113-061,7744,2032,1508,3069,147,1175,11,6106,1773,1102,2264,116,964,5,7750,2032,1508,3060,143,1169,11,6106,1773,1102,2027,884,3,2,47,268
2403113-060,74,33,16,15,1,9,0,43,19,10,4,0,9,0,74,33,16,15,1,9,0,43,19,10,4,9,0,0,0,1
2401701-003,4757,2728,273,1436,135,260,17,3648,2224,159,1019,89,184,13,4764,2729,273,1433,131,262,17,3648,2224,159,927,121,13,8,8,188
2401701-002,3351,2273,177,736,95,109,9,2654,1859,99,556,74,72,7,3357,2277,177,737,94,109,9,2654,1859,99,501,48,24,2,8,113
2401701-004,3380,2415,191,577,105,134,7,2651,1959,123,423,78,87,4,3385,2419,191,578,106,135,7,2651,1959,123,372,49,25,2,4,117
2401706-006,4789,1411,611,2548,151,196,23,3682,1235,404,1857,111,157,16,4804,1415,612,2517,137,190,21,3682,1235,404,1707,105,16,7,21,187
2401706-019,3332,926,220,1939,70,264,17,2563,823,140,1406,54,196,5,3334,927,220,1923,70,259,17,2563,823,140,1313,152,6,1,13,115
2403107-020,3572,2073,434,296,46,701,11,2637,1602,301,212,30,477,7,3572,2073,434,296,46,701,11,2637,1602,301,166,424,14,0,6,124
2404301-001,3109,2891,71,37,54,25,7,2506,2355,48,20,36,15,5,3110,2892,71,37,54,25,7,2506,2355,48,11,4,0,0,4,84
2451026-003,2839,988,1331,469,80,49,3,2121,885,854,333,62,43,1,2860,997,1335,473,65,49,3,2121,885,854,284,26,13,0,5,54
2451027-031,2935,103,71,2729,37,39,1,2286,95,52,2101,27,38,1,2966,103,71,2754,37,39,1,2286,95,52,2041,27,9,0,11,51
2401108-001,2030,1734,27,229,22,16,9,1624,1415,10,157,21,12,6,2035,1736,27,228,22,16,9,1624,1415,10,150,9,6,4,0,30
2401907-001,1339,874,147,262,35,28,3,1122,782,92,194,27,24,1,1346,877,147,260,34,28,3,1122,782,92,175,18,4,0,8,43
2401907-009,1878,868,185,725,33,85,7,1468,742,123,523,31,59,5,1890,872,185,733,31,85,5,1468,742,123,491,54,6,0,7,45
2401907-008,80,64,3,5,5,2,0,56,50,1,2,1,2,0,82,65,3,5,7,2,0,56,50,1,2,2,0,0,0,1
2404504-003,2491,2053,137,181,69,44,1,1937,1630,92,115,51,40,1,2503,2060,137,185,69,46,1,1937,1630,92,103,35,5,1,3,68
2404504-002,858,710,35,72,15,24,0,697,596,31,40,13,14,0,862,713,35,72,16,24,0,697,596,31,31,10,1,0,4,24
2404504-001,380,342,4,16,8,6,2,308,276,0,13,8,6,1,384,346,4,16,8,6,2,308,276,0,13,6,0,0,3,10
2404513-004,3925,1911,495,1277,89,194,24,3250,1752,344,945,61,166,19,3942,1915,495,1304,88,194,24,3250,1752,344,878,132,5,2,19,118
2404513-003,6045,4305,311,1092,127,245,12,5180,3806,232,845,92,209,10,6057,4310,312,1103,123,245,12,5180,3806,232,768,164,24,6,15,165
2402503-010,4416,3387,484,318,101,150,11,3641,2903,347,227,80,98,5,4422,3389,484,315,100,153,11,3641,2903,347,180,65,7,1,10,128
2402503-013,3881,3438,109,179,58,78,9,3044,2789,56,104,36,44,5,3884,3441,109,181,60,77,9,3044,2789,56,93,28,0,1,0,77
2402504-001,2572,2324,64,55,67,45,2,2051,1884,40,42,46,19,2,2576,2327,64,55,68,46,2,2051,1884,40,29,14,3,1,16,64
2402504-007,1517,1425,18,34,13,16,1,1159,1098,14,25,3,10,1,1517,1425,18,34,13,16,1,1159,1098,14,22,5,0,1,0,19
2402506-006,5849,3823,293,1349,115,308,6,4659,3183,211,960,84,239,5,5854,3825,293,1338,108,309,6,4659,3183,211,867,214,12,2,26,144
2402506-003,3085,2156,168,624,83,48,15,2540,1864,106,457,57,42,9,3097,2161,169,627,82,48,15,2540,1864,106,398,27,12,6,14,113
2402506-007,498,431,20,25,17,7,0,391,354,13,14,12,1,0,499,432,20,25,17,7,0,391,354,13,12,0,5,0,0,7
2402503-007,4041,3446,135,172,52,229,2,3223,2820,81,125,38,144,1,4046,3449,135,178,47,230,2,3223,2820,81,114,112,4,0,8,84
2402503-006,4049,3634,121,82,74,114,3,3155,2886,71,60,58,63,1,4053,3638,121,87,74,119,3,3155,2886,71,45,51,4,1,18,79
2402503-003,4857,4401,115,107,85,112,4,3693,3409,70,62,62,65,1,4860,4404,115,108,84,111,4,3693,3409,70,35,54,9,0,13,103
2402504-006,2656,2446,55,51,47,41,1,2153,2012,38,32,34,26,1,2658,2448,55,54,47,42,1,2153,2012,38,21,13,5,0,6,58
2402504-003,3644,3365,66,49,100,39,7,2848,2656,42,27,65,25,6,3648,3369,66,48,98,39,7,2848,2656,42,11,11,9,4,12,103
2400509-007,2984,2281,123,129,40,415,3,2257,1798,76,82,25,277,1,2986,2282,123,131,36,416,3,2257,1798,76,63,251,0,1,1,67
2451019-002,3275,782,478,1926,85,66,6,2441,669,298,1384,69,58,2,3332,791,479,1953,76,65,4,2441,669,298,1307,47,15,1,5,99
2451019-003,288,39,7,242,4,0,0,248,35,6,207,3,0,0,294,40,7,245,2,0,0,248,35,6,205,0,0,0,0,2
2451026-008,1946,1491,90,143,24,198,1,1811,1408,71,125,18,183,1,1947,1491,91,143,22,198,1,1811,1408,71,111,164,4,0,7,46
2451026-009,3701,2905,328,203,57,220,5,3280,2661,243,155,47,182,5,3705,2908,328,204,57,221,5,3280,2661,243,103,140,15,1,6,111
2451027-017,1471,374,49,1014,15,32,2,1189,331,35,793,14,29,2,1479,374,49,1018,14,32,2,1189,331,35,764,23,4,1,11,20
2451009-006,2133,124,53,1940,19,24,2,1763,108,46,1592,16,20,2,2159,125,53,1955,17,24,2,1763,108,46,1563,14,2,0,1,29
2451009-014,1660,62,39,1535,20,11,1,1274,57,21,1183,16,9,1,1724,62,39,1600,18,9,1,1274,57,21,1161,4,2,0,1,28
2451009-007,2048,176,69,1787,49,29,3,1585,148,46,1375,29,16,3,2096,176,69,1799,44,27,2,1585,148,46,1322,9,2,0,7,51
2451028-006,3088,77,104,2864,49,22,6,2450,60,73,2278,37,16,6,3118,77,104,2883,41,19,6,2450,60,73,2202,11,2,3,33,66
2401710-001,3708,1681,170,1661,154,118,14,2965,1394,112,1305,107,78,10,3717,1686,170,1642,150,117,13,2965,1394,112,1242,51,30,1,7,128
24017ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401705-001,4275,3237,139,665,110,103,18,3343,2568,88,510,79,66,15,4283,3239,139,673,111,102,18,3343,2568,88,470,47,23,7,18,122
2401704-001,3673,2937,135,423,109,108,5,2729,2202,78,327,64,49,3,3675,2938,135,420,108,107,5,2729,2202,78,280,24,22,2,16,105
2401707-001,2146,1328,243,453,79,107,13,1704,1108,174,336,55,73,7,2149,1329,243,457,78,108,13,1704,1108,174,291,50,12,0,8,61
2401707-002,3881,956,207,2556,155,140,7,2855,789,134,1789,114,108,7,3896,959,207,2536,147,139,7,2855,789,134,1673,77,33,0,7,142
2401703-001,3114,1895,96,980,113,49,8,2467,1542,62,749,76,35,7,3129,1901,96,986,112,47,8,2467,1542,62,702,25,26,0,18,92
2401702-001,1974,1359,86,425,87,36,7,1607,1148,50,317,69,26,3,1976,1359,86,428,87,36,7,1607,1148,50,293,13,17,0,6,80
2401708-002,2659,1150,228,1106,143,94,17,2119,963,149,860,103,72,10,2665,1152,228,1095,141,93,17,2119,963,149,803,51,30,6,1,116
2402501-014,5302,4305,254,335,76,302,15,4128,3455,179,209,46,216,8,5308,4309,254,346,73,311,15,4128,3455,179,185,178,7,1,19,104
2400514-005,1550,393,64,862,27,196,1,1173,337,47,608,20,152,1,1553,394,64,865,25,196,1,1173,337,47,589,149,3,0,7,41
2400504-009,2473,1996,140,228,54,57,4,2027,1685,96,166,39,43,4,2476,1999,140,231,54,56,4,2027,1685,96,144,34,0,0,7,61
2400504-011,656,500,45,82,5,24,1,505,410,30,49,5,11,0,656,500,45,82,5,24,1,505,410,30,41,6,1,0,2,15
2400508-014,2041,1624,99,101,31,181,0,1607,1310,74,74,24,126,0,2042,1624,99,102,31,181,0,1607,1310,74,54,107,0,0,6,56
2400508-016,1427,1053,65,146,26,137,2,1094,853,39,98,17,89,0,1429,1053,65,154,25,137,2,1094,853,39,81,79,2,0,10,30
2400509-002,2198,1924,79,70,26,93,3,1667,1491,51,53,12,56,2,2198,1924,79,70,26,93,3,1667,1491,51,41,47,0,0,2,35
2451027-050,1414,823,78,443,22,54,0,1126,661,47,363,14,39,0,1417,823,78,444,21,54,0,1126,661,47,334,29,1,0,11,43
2451025-015,2375,672,318,1337,69,34,2,1760,564,194,958,53,26,2,2405,675,318,1353,60,33,2,1760,564,194,889,19,1,0,7,86
2451025-012,2973,961,994,947,107,58,3,2058,770,585,626,71,45,1,3002,971,995,943,72,56,2,2058,770,585,556,35,10,0,10,92
2451008-004,504,5,5,478,7,4,0,366,5,1,344,6,4,0,524,5,5,504,7,4,0,366,5,1,334,0,1,0,10,15
2451025-009,1673,11,26,1646,19,8,6,1031,11,10,1011,15,6,6,1709,11,26,1652,18,7,6,1031,11,10,981,0,0,1,2,26
2451027-049,3929,2882,133,600,46,212,1,3020,2213,99,467,35,164,1,3930,2882,133,602,46,212,1,3020,2213,99,426,141,5,0,35,101
2451027-008,3555,1014,132,2299,78,62,4,2823,931,97,1693,58,52,4,3578,1015,133,2316,72,62,4,2823,931,97,1626,30,9,2,27,101
2402501-001,5692,1603,534,3419,132,135,17,3855,1303,325,2097,88,108,12,5741,1616,534,3360,128,133,16,3855,1303,325,1904,78,7,9,25,204
2402503-015,3738,2942,119,388,30,249,6,2823,2253,87,290,24,163,6,3741,2944,119,391,30,249,6,2823,2253,87,273,144,7,3,6,50
2404509-007,2346,1081,144,1019,66,78,1,1801,944,109,679,41,61,1,2352,1081,144,1027,66,78,1,1801,944,109,627,59,2,0,2,58
2402501-019,4107,1578,243,2092,133,123,12,3135,1311,157,1511,81,95,8,4126,1583,243,2093,119,122,10,3135,1311,157,1403,84,7,1,12,160
2400515-001,3457,1562,1335,396,161,90,10,2506,1296,837,257,104,63,9,3477,1572,1338,416,130,89,10,2506,1296,837,217,52,14,4,2,84
2402902-001,1826,1413,180,183,36,11,4,1485,1177,130,144,24,3,1,1827,1413,180,184,36,11,4,1485,1177,130,137,2,0,0,9,30
2402903-001,1989,1489,70,387,35,20,3,1625,1258,46,293,30,9,2,1996,1490,70,388,33,20,2,1625,1258,46,267,5,3,0,2,44
2402906-001,1661,1226,44,342,47,8,7,1388,1078,24,241,37,8,7,1666,1228,44,343,47,8,7,1388,1078,24,225,4,6,0,1,50
2402905-001,2395,2013,56,271,29,33,10,2003,1747,37,180,24,15,4,2400,2016,56,279,29,33,10,2003,1747,37,155,6,0,0,4,54
2400502-008,3368,238,116,2918,46,111,4,2803,224,81,2416,41,88,4,3382,238,116,2916,45,107,4,2803,224,81,2326,66,4,0,12,90
2400502-025,728,531,5,178,0,17,0,713,530,4,169,0,9,0,729,532,5,177,0,17,0,713,530,4,166,7,0,0,4,2
2451025-004,4275,2184,654,1195,107,176,13,3347,1862,438,841,87,144,5,4313,2207,656,1208,94,169,8,3347,1862,438,767,117,10,0,18,135
2451025-003,2905,1722,217,799,76,117,5,2376,1521,144,585,48,87,3,2918,1727,218,803,75,117,5,2376,1521,144,532,67,6,0,8,98
2451025-018,532,167,22,324,6,14,2,469,155,15,283,5,9,2,532,167,22,324,6,14,2,469,155,15,268,5,0,0,3,23
2451025-017,669,236,54,355,19,27,0,583,209,40,319,13,21,0,671,236,54,350,19,27,1,583,209,40,286,18,0,0,3,27
2451028-002,2754,73,103,2545,72,31,3,2328,68,66,2159,56,23,3,2779,73,103,2552,64,30,3,2328,68,66,2080,14,11,1,18,70
2451012-009,2363,1300,237,600,46,188,3,2123,1203,170,535,34,178,3,2377,1304,237,619,40,191,3,2123,1203,170,489,154,5,3,12,87
2451025-011,1514,425,712,280,39,78,2,1074,366,437,194,26,63,1,1533,429,716,295,23,80,1,1074,366,437,183,58,6,0,3,21
2451002-002,2439,1568,484,179,63,177,3,2142,1448,340,151,51,173,3,2445,1570,484,178,56,180,3,2142,1448,340,108,127,1,1,9,108
2451027-065,4681,3127,128,1201,26,146,2,3472,2210,96,980,21,124,1,4686,3127,128,1251,20,150,2,3472,2210,96,931,102,1,0,40,92
2402901-001,1561,1111,180,229,35,28,7,1233,901,124,169,27,22,5,1562,1112,180,229,35,28,7,1233,901,124,162,15,0,0,6,25
2401706-014,6378,1409,370,4289,187,338,16,4783,1159,256,3100,146,261,7,6378,1409,370,4289,187,338,16,4783,1159,256,2875,193,20,2,17,261
2401706-002,7372,2344,447,4262,207,335,18,5857,2038,294,3227,151,244,13,7381,2348,447,4195,198,329,18,5857,2038,294,2983,166,32,3,49,292
2401701-001,4797,2241,255,1965,137,292,15,3615,1806,148,1410,84,205,9,4812,2243,256,1958,130,289,13,3615,1806,148,1316,155,16,4,6,164
2401706-018,3893,283,199,3163,63,290,3,2864,240,135,2290,52,209,2,3900,283,199,3153,62,290,3,2864,240,135,2177,193,18,0,4,97
2401706-003,3909,515,273,2814,97,369,19,2725,405,172,1924,62,245,8,3914,516,273,2784,93,365,19,2725,405,172,1793,205,9,4,10,127
2401706-015,5710,723,529,4150,139,355,17,4273,642,321,3034,112,284,6,5726,725,529,4089,133,353,17,4273,642,321,2834,228,29,0,22,197
2400503-002,4360,1103,554,2547,82,175,15,3452,1028,367,1921,58,137,9,4378,1104,554,2545,65,175,14,3452,1028,367,1835,100,9,4,8,101
2400502-026,3197,918,157,1918,44,225,1,2584,854,110,1439,41,175,1,3208,919,157,1894,39,226,1,2584,854,110,1341,150,3,1,19,106
2400511-022,5885,3869,189,689,68,1061,2,4564,3160,123,480,46,740,1,5886,3869,189,690,68,1062,2,4564,3160,123,439,714,3,0,15,110
2400514-013,4449,1505,393,2091,70,432,3,3574,1349,278,1568,50,358,2,4464,1506,393,2089,64,436,3,3574,1349,278,1471,336,6,1,19,114
2400515-007,4891,2958,335,1418,140,78,12,3836,2534,198,959,101,60,9,4913,2968,335,1425,130,78,12,3836,2534,198,902,37,2,3,6,154
2400515-014,1493,1015,161,216,42,57,3,1148,833,109,139,31,34,1,1499,1018,161,217,43,59,3,1148,833,109,126,29,4,1,4,42
2400512-002,4835,2890,835,781,209,142,6,3534,2369,471,473,134,95,1,4848,2900,835,785,203,144,6,3534,2369,471,429,67,33,0,18,147
2404324-001,1130,848,58,185,30,14,4,980,754,39,154,22,10,4,1137,850,59,185,29,14,4,980,754,39,146,9,1,3,3,25
2404303-004,2784,1432,351,932,75,49,4,1884,1091,205,520,54,39,4,2810,1439,353,948,72,49,4,1884,1091,205,411,23,12,2,10,130
2404325-004,3694,2003,382,1052,97,197,4,2699,1624,242,655,67,129,4,3702,2006,383,1059,92,196,4,2699,1624,242,574,104,2,1,20,132
2451008-006,2809,51,77,2668,51,34,3,2179,47,55,2074,31,22,3,2878,52,77,2713,50,32,3,2179,47,55,2002,13,2,0,6,54
2404313-002,2613,1949,174,351,40,103,12,1998,1558,116,230,36,64,6,2617,1952,174,356,38,102,12,1998,1558,116,198,54,2,0,9,61
2404317-001,7602,4792,833,1671,182,216,13,5905,4073,506,1059,145,161,10,7642,4809,834,1688,166,216,12,5905,4073,506,888,137,7,0,40,254
2404310-005,74,38,13,10,1,11,0,48,31,6,9,1,5,0,74,38,13,10,1,11,0,48,31,6,8,2,0,0,0,1
2404310-001,6894,3873,475,2340,87,141,7,6113,3379,393,2197,70,85,3,4444,3256,327,676,79,131,5,6113,3379,393,2149,65,20,1,10,96
2404312-001,5136,2976,257,1779,88,49,11,4605,2542,220,1739,66,33,6,3000,2464,145,282,76,40,10,4605,2542,220,1711,28,14,3,1,86
2404305-001,3308,3111,34,54,77,35,4,2677,2543,15,24,59,30,4,3313,3115,34,55,77,36,4,2677,2543,15,6,19,10,4,1,79
2400511-010,4809,2532,248,1164,84,782,9,3862,2172,161,889,58,573,5,4817,2538,248,1159,83,783,9,3862,2172,161,840,544,1,1,18,125
2400511-012,4985,3255,198,878,52,585,5,3973,2730,124,642,45,410,5,4989,3256,198,884,52,587,5,3973,2730,124,600,389,11,1,19,99
2402502-011,3576,2156,219,925,85,209,20,2959,1854,148,716,70,168,14,3582,2158,219,925,84,208,19,2959,1854,148,653,135,4,9,11,145
2402502-004,277,219,9,19,24,7,1,220,186,7,12,11,4,1,278,220,9,18,24,7,1,220,186,7,10,2,0,1,1,13
2402502-006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402502-022,138,81,18,25,18,9,0,103,68,13,14,10,5,0,140,83,18,24,18,9,0,103,68,13,5,3,0,0,0,14
2402502-007,293,99,15,165,8,14,2,202,75,9,107,3,9,2,293,99,15,165,8,14,2,202,75,9,100,6,0,2,0,10
2402502-002,4320,3744,121,253,98,94,3,3617,3184,81,190,78,71,2,4335,3759,121,257,97,95,3,3617,3184,81,152,43,3,0,2,152
2402502-005,834,705,50,52,25,8,4,679,584,31,40,17,3,4,836,707,50,51,25,7,3,679,584,31,34,1,0,1,0,28
2400506-001,2619,2401,60,61,42,29,3,2064,1910,37,34,29,26,0,2621,2402,60,62,39,28,3,2064,1910,37,27,22,4,0,6,58
